id,name,album,album_id,artists,artist_ids,track_number,disc_number,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,year,release_date
ID_00017,Track_00017,Alpe Lusia,ALB_00799,Moderat,ART_00260,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,257000,4,2003,2003-01-01
ID_00018,Track_00018,Black Sands,ALB_00600,Justice,ART_00437,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,219000,4,2015,2015-01-01
ID_00019,Track_00019,Space Is Only Noise,ALB_00138,Burial,ART_00301,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,168000,4,1999,1999-01-01
ID_00020,Track_00020,Speak & Spell,ALB_00454,Darkside,ART_00492,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,258000,4,1993,1993-01-01
ID_00021,Track_00021,The Queen,ALB_00005,Arctic Monkeys,ART_00122,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,153000,4,2007,2007-01-01
ID_00022,Track_00022,Veckatimest,ALB_00847,The Killers,ART_00277,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,194000,4,2012,2012-01-01
ID_00023,Track_00023,Closer,ALB_00809,Panda Bear,ART_00346,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,224000,4,1995,1995-01-01
ID_00024,Track_00024,London Calling,ALB_00771,Interpol,ART_00063,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,287000,4,2001,2001-01-01
ID_00025,Track_00025,Synchronicity,ALB_00203,Max Cooper,ART_00235,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,149000,4,2011,2011-01-01
ID_00026,Track_00026,Untrue,ALB_00345,Phoenix,ART_00428,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,265000,4,2021,2021-01-01
ID_00027,Track_00027,Hot Fuss,ALB_00887,Benoit & Sergio,ART_00070,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,243000,4,2002,2002-01-01
ID_00028,Track_00028,Abbey Road,ALB_00333,Tycho,ART_00262,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,337000,4,2005,2005-01-01
ID_00029,Track_00029,Blurred,ALB_00365,MGMT,ART_00491,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,201000,4,1998,1998-01-01
ID_00030,Track_00030,Off the Wall,ALB_00424,Max Cooper,ART_00374,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,156000,4,1997,1997-01-01
ID_00031,Track_00031,Currents,ALB_00933,Animal Collective,ART_00350,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,199000,4,2017,2017-01-01
ID_00032,Track_00032,Immunity,ALB_00765,The Killers,ART_00290,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,357000,4,2016,2016-01-01
ID_00033,Track_00033,Cross,ALB_00289,Arcade Fire,ART_00491,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,305000,4,2002,2002-01-01
ID_00034,Track_00034,Discovery,ALB_00793,Nicolas Jaar,ART_00243,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,313000,4,2009,2009-01-01
ID_00035,Track_00035,The Queen,ALB_00842,Four Tet,ART_00447,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,200000,4,2022,2022-01-01
ID_00036,Track_00036,For Emma,ALB_00291,The National,ART_00006,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,157000,4,2004,2004-01-01
ID_00037,Track_00037,Dummy,ALB_00531,Grizzly Bear,ART_00435,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,154000,4,2000,2000-01-01
ID_00038,Track_00038,Like a Virgin,ALB_00380,Portishead,ART_00054,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,130000,4,1991,1991-01-01
ID_00039,Track_00039,London Calling,ALB_00294,Daft Punk,ART_00033,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,151000,4,2020,2020-01-01
ID_00040,Track_00040,Crush,ALB_00377,Interpol,ART_00217,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,317000,4,1998,1998-01-01
ID_00041,Track_00041,Ramones,ALB_00373,Floating Points,ART_00257,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,182000,4,2006,2006-01-01
ID_00042,Track_00042,Veckatimest,ALB_00631,White Lies,ART_00121,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,144000,4,2003,2003-01-01
ID_00043,Track_00043,Metallica,ALB_00690,Nils Frahm,ART_00054,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,359000,4,1998,1998-01-01
ID_00044,Track_00044,Blurred,ALB_00622,White Lies,ART_00441,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,141000,4,2019,2019-01-01
ID_00045,Track_00045,Off the Wall,ALB_00097,Four Tet,ART_00206,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,202000,4,2021,2021-01-01
ID_00046,Track_00046,The Clash,ALB_00537,Caribou,ART_00216,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,125000,4,1997,1997-01-01
ID_00047,Track_00047,The Back Room,ALB_00324,Arctic Monkeys,ART_00410,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,336000,4,2001,2001-01-01
ID_00048,Track_00048,Salad Days,ALB_00525,David August,ART_00308,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,300000,4,2006,2006-01-01
ID_00049,Track_00049,Oracular,ALB_00759,Fleet Foxes,ART_00474,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,321000,4,2019,2019-01-01
ID_00050,Track_00050,Alpe Lusia,ALB_00985,The National,ART_00443,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,231000,4,2022,2022-01-01
ID_00051,Track_00051,Rumours,ALB_00430,Foster The People,ART_00083,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,334000,4,2010,2010-01-01
ID_00052,Track_00052,Music for the Masses,ALB_00957,Animal Collective,ART_00019,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,152000,4,2013,2013-01-01
ID_00053,Track_00053,True Blue,ALB_00052,Animal Collective,ART_00170,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,137000,4,1990,1990-01-01
ID_00054,Track_00054,A Broken Frame,ALB_00654,Interpol,ART_00087,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,354000,4,2011,2011-01-01
ID_00055,Track_00055,The Back Room,ALB_00326,Moderat,ART_00205,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,273000,4,2002,2002-01-01
ID_00056,Track_00056,Dummy,ALB_00729,Boards of Canada,ART_00442,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,297000,4,2004,2004-01-01
ID_00057,Track_00057,The Suburbs,ALB_00871,Portishead,ART_00067,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,147000,4,1993,1993-01-01
ID_00058,Track_00058,A Broken Frame,ALB_00950,Empire of the Sun,ART_00143,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,228000,4,2017,2017-01-01
ID_00059,Track_00059,Total,ALB_00189,The Killers,ART_00073,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,349000,4,2002,2002-01-01
ID_00060,Track_00060,Psychic,ALB_00487,Radiohead,ART_00024,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,342000,4,2024,2024-01-01
ID_00061,Track_00061,Discovery,ALB_00764,Editors,ART_00411,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,341000,4,1997,1997-01-01
ID_00062,Track_00062,Selected Ambient,ALB_00866,Massive Attack,ART_00394,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,313000,4,2020,2020-01-01
ID_00063,Track_00063,Total,ALB_00769,Empire of the Sun,ART_00252,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,218000,4,2017,2017-01-01
ID_00064,Track_00064,Black Celebration,ALB_00939,Radiohead,ART_00049,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,284000,4,2004,2004-01-01
ID_00065,Track_00065,Never Mind,ALB_00690,Tycho,ART_00285,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,249000,4,2005,2005-01-01
ID_00066,Track_00066,Space Is Only Noise,ALB_00102,Nils Frahm,ART_00137,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,302000,4,2005,2005-01-01
ID_00067,Track_00067,Disintegration,ALB_00749,SebastiAn,ART_00207,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,259000,4,1993,1993-01-01
ID_00068,Track_00068,Space Is Only Noise,ALB_00244,Bonobo,ART_00242,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,268000,4,2004,2004-01-01
ID_00069,Track_00069,Back in Black,ALB_00271,The Killers,ART_00007,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,173000,4,2000,2000-01-01
ID_00070,Track_00070,Walking On A Dream,ALB_00356,Stimming,ART_00108,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,280000,4,2021,2021-01-01
ID_00071,Track_00071,Wolfgang,ALB_00110,LCD Soundsystem,ART_00402,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,281000,4,2022,2022-01-01
ID_00072,Track_00072,Our Love,ALB_00052,Kavinsky,ART_00017,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,267000,4,1996,1996-01-01
ID_00073,Track_00073,Born in the USA,ALB_00361,Burial,ART_00098,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,323000,4,2005,2005-01-01
ID_00074,Track_00074,Meat Is Murder,ALB_00632,Foster The People,ART_00202,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,285000,4,2019,2019-01-01
ID_00075,Track_00075,A Forest,ALB_00759,LCD Soundsystem,ART_00287,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,239000,4,2012,2012-01-01
ID_00076,Track_00076,True Blue,ALB_00698,Phoenix,ART_00135,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,130000,4,2005,2005-01-01
ID_00077,Track_00077,No Jacket,ALB_00797,Aphex Twin,ART_00294,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,257000,4,2009,2009-01-01
ID_00078,Track_00078,Hot Fuss,ALB_00723,The Strokes,ART_00168,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,120000,4,2017,2017-01-01
ID_00079,Track_00079,Spaces,ALB_00548,Nils Frahm,ART_00158,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,173000,4,2021,2021-01-01
ID_00080,Track_00080,Thriller,ALB_00433,Tycho,ART_00325,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,158000,4,2000,2000-01-01
ID_00081,Track_00081,Merriweather,ALB_00162,Christian Loffler,ART_00408,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,352000,4,2013,2013-01-01
ID_00082,Track_00082,Walking On A Dream,ALB_00714,Arctic Monkeys,ART_00408,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,343000,4,2013,2013-01-01
ID_00083,Track_00083,Dangerous,ALB_00864,The Killers,ART_00338,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,191000,4,2004,2004-01-01
ID_00084,Track_00084,The Clash,ALB_00200,Justice,ART_00480,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,303000,4,2007,2007-01-01
ID_00085,Track_00085,Bad,ALB_00652,Panda Bear,ART_00374,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,175000,4,2003,2003-01-01
ID_00086,Track_00086,Helplessness,ALB_00654,Caribou,ART_00333,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,334000,4,2015,2015-01-01
ID_00087,Track_00087,Ramones,ALB_00537,Radiohead,ART_00152,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,149000,4,2024,2024-01-01
ID_00088,Track_00088,Selected Ambient,ALB_00898,Four Tet,ART_00251,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,283000,4,2024,2024-01-01
ID_00089,Track_00089,Mezzanine,ALB_00340,Tame Impala,ART_00420,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,239000,4,2008,2008-01-01
ID_00090,Track_00090,Veckatimest,ALB_00715,The National,ART_00223,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,275000,4,2004,2004-01-01
ID_00091,Track_00091,Appetite,ALB_00152,Aphex Twin,ART_00077,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,322000,4,2003,2003-01-01
ID_00092,Track_00092,No Jacket,ALB_00350,Jon Hopkins,ART_00267,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,123000,4,2010,2010-01-01
ID_00093,Track_00093,Brothers in Arms,ALB_00533,James Blake,ART_00183,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,150000,4,2006,2006-01-01
ID_00094,Track_00094,Overgrown,ALB_00060,Unknown Mortal Orchestra,ART_00477,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,162000,4,2005,2005-01-01
ID_00095,Track_00095,Torches,ALB_00388,Massive Attack,ART_00206,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,288000,4,2000,2000-01-01
ID_00096,Track_00096,The Joshua Tree,ALB_00150,Grizzly Bear,ART_00011,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,154000,4,2018,2018-01-01
ID_00097,Track_00097,Person Pitch,ALB_00086,Interpol,ART_00271,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,143000,4,2014,2014-01-01
ID_00098,Track_00098,Born in the USA,ALB_00027,Tycho,ART_00021,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,200000,4,2014,2014-01-01
ID_00099,Track_00099,Dangerous,ALB_00286,White Lies,ART_00019,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,265000,4,1990,1990-01-01
ID_00100,Track_00100,Dangerous,ALB_00666,Massive Attack,ART_00108,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,155000,4,2002,2002-01-01
ID_00101,Track_00101,Sgt. Pepper,ALB_00797,Nils Frahm,ART_00499,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,278000,4,2014,2014-01-01
ID_00102,Track_00102,Torches,ALB_00052,The Strokes,ART_00228,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,170000,4,2003,2003-01-01
ID_00103,Track_00103,Off the Wall,ALB_00709,White Lies,ART_00043,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,349000,4,2022,2022-01-01
ID_00104,Track_00104,OK Computer,ALB_00076,Tycho,ART_00123,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,274000,4,1990,1990-01-01
ID_00105,Track_00105,Mezzanine,ALB_00136,Radiohead,ART_00246,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,126000,4,2011,2011-01-01
ID_00106,Track_00106,The Back Room,ALB_00577,LCD Soundsystem,ART_00381,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,206000,4,2008,2008-01-01
ID_00107,Track_00107,Appetite,ALB_00641,Four Tet,ART_00381,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,193000,4,2012,2012-01-01
ID_00108,Track_00108,Metallica,ALB_00259,Aphex Twin,ART_00440,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,247000,4,2012,2012-01-01
ID_00109,Track_00109,The Head,ALB_00067,Caribou,ART_00278,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,189000,4,2022,2022-01-01
ID_00110,Track_00110,Awake,ALB_00237,Radiohead,ART_00478,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,207000,4,2012,2012-01-01
ID_00111,Track_00111,The Dark Side,ALB_00538,MGMT,ART_00227,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,348000,4,1999,1999-01-01
ID_00112,Track_00112,Disintegration,ALB_00026,Foster The People,ART_00351,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,265000,4,2017,2017-01-01
ID_00113,Track_00113,The Queen,ALB_00975,Arcade Fire,ART_00139,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,333000,4,2021,2021-01-01
ID_00114,Track_00114,OK Computer,ALB_00891,Tycho,ART_00259,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,171000,4,2000,2000-01-01
ID_00115,Track_00115,Spaces,ALB_00744,Boards of Canada,ART_00052,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,281000,4,2011,2011-01-01
ID_00116,Track_00116,Crush,ALB_00968,Interpol,ART_00096,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,231000,4,1999,1999-01-01
ID_00117,Track_00117,Person Pitch,ALB_00135,Daft Punk,ART_00090,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,219000,4,2009,2009-01-01
ID_00118,Track_00118,Violator,ALB_00230,Floating Points,ART_00408,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,230000,4,1992,1992-01-01
ID_00119,Track_00119,No Jacket,ALB_00714,Panda Bear,ART_00456,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,202000,4,1998,1998-01-01
ID_00120,Track_00120,Bad,ALB_00648,Moderat,ART_00374,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,278000,4,2006,2006-01-01
ID_00121,Track_00121,A Broken Frame,ALB_00676,Aphex Twin,ART_00428,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,185000,4,2016,2016-01-01
ID_00122,Track_00122,Human,ALB_00537,James Blake,ART_00498,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,278000,4,1990,1990-01-01
ID_00123,Track_00123,Geogaddi,ALB_00178,Fleet Foxes,ART_00164,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,226000,4,2006,2006-01-01
ID_00124,Track_00124,Blurred,ALB_00033,David August,ART_00309,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,176000,4,2018,2018-01-01
ID_00125,Track_00125,Metallica,ALB_00632,The Strokes,ART_00223,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,174000,4,2006,2006-01-01
ID_00126,Track_00126,AM,ALB_00486,Nicolas Jaar,ART_00042,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,295000,4,2019,2019-01-01
ID_00127,Track_00127,Pornography,ALB_00389,Massive Attack,ART_00345,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,296000,4,2011,2011-01-01
ID_00128,Track_00128,Rumours,ALB_00789,Boards of Canada,ART_00154,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,129000,4,2017,2017-01-01
ID_00129,Track_00129,OutRun,ALB_00637,Tycho,ART_00450,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,259000,4,1999,1999-01-01
ID_00130,Track_00130,Veckatimest,ALB_00561,White Lies,ART_00319,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,247000,4,2005,2005-01-01
ID_00131,Track_00131,Alligator,ALB_00717,Portishead,ART_00064,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,201000,4,2017,2017-01-01
ID_00132,Track_00132,Torches,ALB_00996,Kavinsky,ART_00016,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,218000,4,2023,2023-01-01
ID_00133,Track_00133,Mezzanine,ALB_00165,Justice,ART_00191,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,310000,4,2006,2006-01-01
ID_00134,Track_00134,Cross,ALB_00508,Radiohead,ART_00003,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,296000,4,1999,1999-01-01
ID_00135,Track_00135,Crush,ALB_00321,Caribou,ART_00257,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,148000,4,2020,2020-01-01
ID_00136,Track_00136,Times,ALB_00704,Editors,ART_00379,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,241000,4,1998,1998-01-01
ID_00137,Track_00137,Faith,ALB_00184,Burial,ART_00263,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,232000,4,2016,2016-01-01
ID_00138,Track_00138,Awake,ALB_00555,Max Cooper,ART_00375,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,163000,4,1998,1998-01-01
ID_00139,Track_00139,Times,ALB_00466,Unknown Mortal Orchestra,ART_00414,1,1,0,0.5,0.7,0,0.0,1,0.05,0.1,0.0,0.1,0.5,120.0,333000,4,2016,2016-01-01
